OBJECTID,votdst,NAME,SUM_VOTERS,Shape_Length,Shape_Area
1432,3746,SEA 32-3746,402,5305.96297204231,1321702.87699079
1433,1245,SEA 34-1245,524,6470.92721730445,2098355.20675591
1434,1246,SEA 34-1246,394,7577.80325717419,1990850.10720008
1435,1247,SEA 34-1247,510,6584.60026758113,1961762.19944544
1436,1248,SEA 34-1248,487,8641.25882239641,3762945.07089424
1437,1249,SEA 34-1249,603,6288.93134824917,2226186.02793372
1438,1250,SEA 34-1250,366,8242.99692060056,1952333.14123206
1439,1251,SEA 34-1251,604,21356.044179572,16238609.8266903
1440,1252,SEA 34-1252,773,9784.25702308129,4182927.44708009
1441,1254,SEA 34-1254,402,8066.91891261966,2668639.93959295
1442,1255,SEA 34-1255,467,6684.13153977811,2456599.99901415
1443,1257,SEA 34-1257,565,14107.809311769,4413311.16990389
1444,1258,SEA 34-1258,357,8834.52899743493,2238682.41594229
1445,1259,SEA 34-1259,354,5804.36693107238,1901500.24843683
1446,1408,SEA 34-1408,778,23757.0380609019,10475433.9237317
1447,1409,SEA 34-1409,468,7660.97392105311,2517591.8406965
1448,1410,SEA 34-1410,256,5286.64219239748,1236104.50437114
1449,1411,SEA 34-1411,340,5177.73545779248,1323353.25657123
1450,1412,SEA 34-1412,275,6556.80313125047,2105703.22512111
1451,1413,SEA 34-1413,598,16047.5719030303,5695378.46652488
1452,1414,SEA 34-1414,231,6950.38270557994,2092747.09814666
1453,1415,SEA 34-1415,444,5657.70292053321,1203728.48403563
1454,1416,SEA 34-1416,434,5707.18224080513,1415138.80599871
1455,1418,SEA 34-1418,328,5253.88039710292,1337640.87400029
1456,1419,SEA 34-1419,720,11580.0518567555,5655933.60389256
1457,1420,SEA 34-1420,777,11690.7544376733,4179093.52208996
1458,1422,SEA 34-1422,423,5008.31470534628,1556802.97997088
1459,1423,SEA 34-1423,348,5028.29380382187,1469430.85908715
1460,1424,SEA 34-1424,468,8037.93051571371,2377916.33682769
1461,1425,SEA 34-1425,325,5716.28985819803,1246377.10182745
1462,1426,SEA 34-1426,329,5356.12026229526,1256551.22823264
1463,1427,SEA 34-1427,291,4442.73457064772,1185969.42265776
1464,1428,SEA 34-1428,232,4059.73700048163,935474.496952379
1465,1429,SEA 34-1429,283,5693.62757398087,1474076.0318725
1466,1430,SEA 34-1430,321,4254.39332299842,1039393.80636576
1467,1431,SEA 34-1431,500,5158.80932206752,1230514.08974567
1468,1432,SEA 34-1432,373,6556.91195930848,2164681.91856539
1469,1433,SEA 34-1433,331,8595.62384297967,4149082.03712819
1470,1434,SEA 34-1434,287,6647.38130546609,1987544.40713918
1471,1435,SEA 34-1435,316,9640.82270409955,2144457.66225665
1472,1436,SEA 34-1436,377,7131.05005248893,2273927.15519884
1473,1437,SEA 34-1437,606,7292.57018200477,1625761.19599928
1474,1438,SEA 34-1438,348,5130.934076226,1502962.03824207
1475,1439,SEA 34-1439,398,9728.32924507304,3681643.686982
1476,1440,SEA 34-1440,265,4550.889706159,1061147.10465171
1477,1441,SEA 34-1441,291,6279.7448287199,1340521.88654517
1478,1442,SEA 34-1442,407,8721.63466022881,3790248.33341476
1479,1443,SEA 34-1443,367,8049.73426794709,2218620.60514308
1480,1444,SEA 34-1444,610,7290.67537855122,3294742.24977713
1481,1446,SEA 34-1446,429,6597.89669232636,2176066.6780214
1482,1448,SEA 34-1448,275,6624.27856457051,1311469.46283346
1483,1449,SEA 34-1449,414,5017.68426258865,1266578.73864638
1484,1450,SEA 34-1450,367,5284.46168115029,1312073.20073002
1485,1451,SEA 34-1451,379,4651.66629516707,1317432.38967445
1486,1452,SEA 34-1452,295,4734.25445398459,1386023.45305885
1487,1453,SEA 34-1453,298,5991.37321254238,1331736.93531776
1488,1454,SEA 34-1454,316,5506.18876222338,1135846.20176038
1489,1455,SEA 34-1455,571,7249.84638600954,1718173.20787647
1490,1456,SEA 34-1456,457,6800.36799185229,2096544.66456121
1491,1457,SEA 34-1457,389,5250.28417001198,1512764.78303536
1492,1458,SEA 34-1458,381,5983.65577330117,1322891.0227983
1493,1459,SEA 34-1459,309,5332.66692203101,1552906.28418968
1494,1460,SEA 34-1460,321,6090.60625946945,2039972.8063631
1495,1461,SEA 34-1461,423,12257.9860638491,5350314.94920452
1496,1462,SEA 34-1462,349,13071.0584876879,5572649.95185734
1497,1463,SEA 34-1463,283,5854.78102199243,1457912.21786802
1498,1464,SEA 34-1464,373,6321.58728711784,1704844.69666981
1499,1465,SEA 34-1465,403,6612.33055040859,1974985.80418138
1500,1466,SEA 34-1466,385,5299.62752378041,1317080.32784623
1501,1467,SEA 34-1467,598,6198.35058205987,1799181.85651662
1502,1468,SEA 34-1468,400,4017.14898564736,884639.280465862
1503,1469,SEA 34-1469,802,5324.20990427504,1330445.77728421
1504,1470,SEA 34-1470,446,4572.96901694339,846264.655714533
1505,1471,SEA 34-1471,538,9241.61697322663,2604485.93404363
1506,1472,SEA 34-1472,266,5306.96804584453,1321918.34446335
1507,1473,SEA 34-1473,347,5247.74892127522,1280611.92258852
1508,1474,SEA 34-1474,429,5304.41128240032,1343701.37434649
1509,1475,SEA 34-1475,319,4621.72220097232,1312146.48625419
1510,1476,SEA 34-1476,295,6529.29763106046,1512624.23128336
1511,1477,SEA 34-1477,347,6498.64738126083,1697202.6453948
1512,1478,SEA 34-1478,271,10022.8393201485,3875407.47799594
1513,1479,SEA 34-1479,333,5821.67034547873,1455252.17663289
1514,1480,SEA 34-1480,642,7203.63171757163,2404592.65851574
1515,1481,SEA 34-1481,528,5324.39152999791,1350586.21079266
1516,1482,SEA 34-1482,389,5243.38651237741,1267312.91808525
1517,1484,SEA 34-1484,432,6372.38506208342,1552980.70022189
1518,1485,SEA 34-1485,949,7093.21906095106,2505346.604748
1519,1486,SEA 34-1486,390,8190.34407696443,2058189.81241433
1520,1487,SEA 34-1487,776,9166.04309987402,4489526.43591528
1521,1488,SEA 34-1488,479,8180.71997375826,3400144.61540076
1522,1489,SEA 34-1489,836,19753.9749516993,14014834.281794
1523,1490,SEA 34-1490,507,7870.33618121072,2840750.69649421
1524,1493,SEA 34-1493,827,28674.4532568247,23063835.9775738
1525,1494,SEA 34-1494,592,44472.3015935719,52443152.9302473
1526,1496,SEA 34-1496,411,8161.31559341371,3832093.75692112
1527,1497,SEA 34-1497,810,20352.3624976846,16416842.4728706
1528,1498,SEA 34-1498,773,13119.2677491191,5263386.49023475
1529,1499,SEA 34-1499,580,8573.28588622123,2529746.02958144
1530,1500,SEA 34-1500,632,5902.13287971866,2165692.31613297
1531,1501,SEA 34-1501,365,5429.62039380137,1826555.5045788
1532,1502,SEA 34-1502,378,7589.37560179164,2288300.89118402
1533,1504,SEA 34-1504,463,6616.44216616869,2204910.46996594
1534,1506,SEA 34-1506,274,4004.22769846291,848206.529516111
1535,1507,SEA 34-1507,378,8910.19885405665,2915171.10806982
1536,1508,SEA 34-1508,284,8817.2457736212,3759349.75598534
1537,1509,SEA 34-1509,288,5542.52176394336,1325380.14169537
1538,1510,SEA 34-1510,409,5294.90213653739,1750790.29862276
1539,1511,SEA 34-1511,325,6695.16625676369,1345414.01174853
1540,1512,SEA 34-1512,287,5336.26340635357,1783258.72082204
1541,1513,SEA 34-1513,720,15267.4870241153,5791555.33621365
1542,1514,SEA 34-1514,577,7956.3448293112,3499711.6545064
1543,1515,SEA 34-1515,414,8609.84703282217,2629867.78823173
1544,1516,SEA 34-1516,409,6267.02864090605,2048172.77206169
1545,1517,SEA 34-1517,292,4791.31012565021,1239160.94472747
1546,1518,SEA 34-1518,268,4931.177794354,1225157.06276216
1547,1519,SEA 34-1519,318,6377.01518784402,1594917.8855577
1548,1520,SEA 34-1520,338,11834.1317669923,6365109.9524223
1549,1521,SEA 34-1521,285,7700.4945465415,2719310.27941725
1550,1522,SEA 34-1522,276,7907.68002503761,1310078.05675817
1551,1523,SEA 34-1523,304,8869.29397077194,1791085.0555894
1552,1524,SEA 34-1524,298,7065.55584102813,1526154.3038124
1553,1526,SEA 34-1526,263,5582.93026270119,1404672.23449866
1554,1527,SEA 34-1527,715,7958.50990013208,3857445.00757712
1555,1529,SEA 34-1529,277,4655.13714303365,1331474.52256783
1556,1530,SEA 34-1530,692,12485.3535734746,5620515.42841781
1557,1532,SEA 34-1532,245,5961.72452066123,2087868.58847146
1558,1533,SEA 34-1533,237,9065.23525159722,3409883.94607728
1559,1534,SEA 34-1534,377,7120.56676432209,2450679.04707753
1560,1535,SEA 34-1535,267,5393.16217408567,1588240.38274602
1561,1536,SEA 34-1536,325,6713.44719729675,2035391.49030143
1562,1537,SEA 34-1537,304,5388.97081592712,1807857.59960611
1563,1538,SEA 34-1538,399,6584.0883479752,2539961.42017962
1564,1539,SEA 34-1539,381,6188.04265330828,1907136.3056674
1565,1540,SEA 34-1540,348,6758.07470575206,2052610.62082871
1566,1541,SEA 34-1541,399,9303.54828258163,2830158.29033536
1567,1543,SEA 34-1543,333,13139.2800280172,5506795.9802206
1568,1545,SEA 34-1545,479,7203.89592309588,2279786.11588319
1569,1546,SEA 34-1546,440,9561.08791177871,3784687.3030119
1570,2501,SEA 34-2501,383,10107.5247514081,4499646.6958846
1571,3175,SEA 34-3175,372,6858.80478076804,1632202.04770962
1572,3263,SEA 34-3263,485,9100.64053007421,2912948.21311077
1573,3264,SEA 34-3264,368,5896.81864477037,1682342.4165855
1574,3265,SEA 34-3265,378,5312.57665185191,1323389.04198628
1575,3266,SEA 34-3266,368,6617.733908714,2623843.83345568
1576,3632,SEA 34-3632,397,7948.40380791883,2621871.76498248
1577,3637,SEA 34-3637,628,18352.7336423328,11081270.148539
1578,3648,SEA 34-3648,550,12109.0548181206,4074493.56835098
1579,3682,SEA 34-3682,463,8704.87548815945,2472805.49930734
1580,3702,SEA 34-3702,533,5124.87773462867,450607.172264376
1581,3767,SEA 34-3767,448,2595.34355826723,419992.70177465
1582,3770,SEA 34-3770,737,3922.70382768447,852061.982416156
1583,3772,SEA 34-3772,623,9083.27932942368,3632604.52512356
1584,3785,SEA 34-3785,406,5230.2678155449,1711027.49110016
1585,1273,SEA 36-1273,294,4491.06086035083,1050238.75738281
1586,1286,SEA 36-1286,450,4823.26377523783,1261351.48145116
1587,1287,SEA 36-1287,758,8297.37672085803,2539435.12105573
1588,1288,SEA 36-1288,432,6365.66295675237,1215989.13679153
1589,1292,SEA 36-1292,394,4779.47131825518,1231005.95229949
1590,1294,SEA 36-1294,721,6581.47984640791,2289838.86807013
1591,1295,SEA 36-1295,374,5331.82678554069,1050323.06366977
1592,1296,SEA 36-1296,317,3862.76902569579,908956.576917313
1593,1297,SEA 36-1297,316,4176.7657477744,995221.516337642
1594,1298,SEA 36-1298,340,4100.29526229207,975111.375660133
1595,1299,SEA 36-1299,451,4253.36361720513,1052138.99209362
1596,1300,SEA 36-1300,413,4102.366737205,990189.808971125
1597,1301,SEA 36-1301,339,4284.01549891115,1078710.02657229
1598,1303,SEA 36-1303,417,4263.56854589152,1066066.39847069
1599,1304,SEA 36-1304,376,5099.52589808268,1132748.82971475
1600,1305,SEA 36-1305,301,5560.27608673942,880861.574670596
1601,1306,SEA 36-1306,372,4254.8744719016,1066731.73071015
1602,1307,SEA 36-1307,295,4243.21096659711,876794.234808401
1603,1308,SEA 36-1308,327,4787.764086334,1240522.70939354
1604,1309,SEA 36-1309,569,5305.88956169353,1759109.02875274
1605,1317,SEA 36-1317,668,10081.1277437456,3878410.14169527
1606,1318,SEA 36-1318,618,3444.21578796884,700077.168306586
1607,1319,SEA 36-1319,500,4818.23460580485,1391271.57287604
1608,1320,SEA 36-1320,380,4693.10136116884,1241869.74242815
1609,1321,SEA 36-1321,443,4722.39232793744,1206635.2178239
1610,1322,SEA 36-1322,504,5770.98216600932,1083917.98882909
1611,1323,SEA 36-1323,534,5087.34721635691,1355648.45652826
1612,1324,SEA 36-1324,802,4483.56204715749,1152390.11510839
1613,1325,SEA 36-1325,894,4541.9805823028,1193750.14763114
1614,1326,SEA 36-1326,813,4629.14020794458,1111143.97147613
1615,1328,SEA 36-1328,748,14870.3786151574,8165220.56209223
1616,1329,SEA 36-1329,420,6379.91656602694,1426265.04702928
1617,1382,SEA 36-1382,418,6379.14183417814,1767650.83331515
1618,1384,SEA 36-1384,324,4970.74466643046,1284866.3770188
1619,1385,SEA 36-1385,358,4320.86358046967,882572.575116686
1620,1386,SEA 36-1386,334,6311.74936133457,1977130.169186
1621,1387,SEA 36-1387,451,8326.82273173975,3084864.02320847
1622,1388,SEA 36-1388,343,4720.11006264746,1138710.95349651
1623,1389,SEA 36-1389,259,5477.38894542406,1230519.48310481
1624,1390,SEA 36-1390,319,5032.51415385749,1050136.23941698
1625,1391,SEA 36-1391,433,4260.39981843152,1060620.49154933
1626,1392,SEA 36-1392,444,4776.38086585104,1231474.92608979
1627,1393,SEA 36-1393,310,5607.51523124094,1484700.68322166
1628,1394,SEA 36-1394,749,4642.31773649659,1325990.00652219
1629,1395,SEA 36-1395,494,6050.93139792472,1211148.48036569
1630,1396,SEA 36-1396,285,4261.44495159103,957196.963101354
1631,1397,SEA 36-1397,366,4738.88255160542,1110707.75995329
1632,1398,SEA 36-1398,565,6005.08033826924,1719484.77611842
1633,1399,SEA 36-1399,307,6822.95627796604,1397496.33968053
1634,1402,SEA 36-1402,390,4769.49036126305,1229139.97460305
1635,1403,SEA 36-1403,508,4502.31805935428,1053705.94257576
1636,1661,SEA 36-1661,304,10390.6751465386,5563117.1522699
1637,1662,SEA 36-1662,439,8376.78217093734,2309247.65455202
1638,1663,SEA 36-1663,271,6365.12973853151,1388919.54170393
1639,1664,SEA 36-1664,320,12911.7900928482,6479492.17420653
1640,1665,SEA 36-1665,534,7860.1296122486,2827655.58905629
1641,1666,SEA 36-1666,616,19291.2016038104,10428171.6706343
1642,1668,SEA 36-1668,442,4805.31775275291,1148440.12323395
1643,1670,SEA 36-1670,506,7078.16692536989,2122825.57660577
1644,1672,SEA 36-1672,257,5151.80996812374,1657698.50859976
1645,1673,SEA 36-1673,830,9220.76522177126,4808166.27152175
1646,1675,SEA 36-1675,305,7762.27896330865,1505888.14784658
1647,1676,SEA 36-1676,261,19109.6736416334,11209960.5117656
1648,1677,SEA 36-1677,354,5018.57169837435,1568215.97168538
1649,1679,SEA 36-1679,414,9475.58382712192,2184205.18108257
1650,1682,SEA 36-1682,302,5482.07715248746,1474393.36341686
1651,1683,SEA 36-1683,326,5918.37842750053,1534482.08653394
1652,1684,SEA 36-1684,384,6007.19480934022,1148372.19402404
1653,1685,SEA 36-1685,470,5316.82914065864,1252248.8806012
1654,1686,SEA 36-1686,311,16695.5109593739,11477409.6223714
1655,1687,SEA 36-1687,732,5248.02104518938,1643629.96526052
1656,1688,SEA 36-1688,270,5988.50858578286,1060796.67892051
1657,1689,SEA 36-1689,483,8575.34692104686,2611385.65212223
1658,1690,SEA 36-1690,364,5955.60769462248,1526513.39055831
1659,1691,SEA 36-1691,279,6621.18303574816,1531194.76970969
1660,1692,SEA 36-1692,393,7410.25181563942,1745552.07522926
1661,1693,SEA 36-1693,374,6869.84205864504,1598020.02198592
1662,1695,SEA 36-1695,496,6933.37883184297,2778316.90483536
1663,1696,SEA 36-1696,465,33156.6244224624,56067815.5279441
1664,1697,SEA 36-1697,344,5271.59070145771,1290917.65594973
1665,1698,SEA 36-1698,306,6874.56424432118,2093695.04708663
1666,1699,SEA 36-1699,340,13279.7975051954,7964381.26650795
1667,1700,SEA 36-1700,392,5227.52416684102,1700146.57574491
1668,1701,SEA 36-1701,344,7272.84269655171,1455831.92124083
1669,1702,SEA 36-1702,607,11312.1781710132,4590046.26224753
1670,1703,SEA 36-1703,568,6561.44348718544,1807030.11990549
1671,1704,SEA 36-1704,866,6939.95485235227,2638704.00457495
1672,1709,SEA 36-1709,389,5759.78882531698,1020595.35934591
1673,1710,SEA 36-1710,331,2555.84370371967,305053.580109859
1674,1711,SEA 36-1711,438,3737.95691047555,734903.875157841
1675,1712,SEA 36-1712,508,7571.27839877206,2690347.53386165
1676,1713,SEA 36-1713,359,2092.42079757745,276546.998046981
1677,1714,SEA 36-1714,542,4092.92203554982,552939.362592187
1678,1715,SEA 36-1715,388,2844.74705887509,412516.726729434
1679,1716,SEA 36-1716,354,2019.63359664961,235460.830589664
1680,1717,SEA 36-1717,234,2547.86015727022,306599.240829814
1681,1718,SEA 36-1718,328,3212.40309631208,412231.495216345
1682,1719,SEA 36-1719,512,4437.33197076084,1014097.99860367
1683,1720,SEA 36-1720,647,3855.19273566919,928315.484770595
1684,1721,SEA 36-1721,810,6337.11315996582,2198713.89455423
1685,1722,SEA 36-1722,545,3861.92209872373,933415.419019395
1686,1723,SEA 36-1723,458,4371.62623166925,1169051.27561145
1687,1724,SEA 36-1724,364,6147.78748128974,1340234.2727659
1688,1725,SEA 36-1725,375,2988.51056438525,455781.232082521
1689,1726,SEA 36-1726,404,3376.58294036064,528200.477560732
1690,1727,SEA 36-1727,401,5327.07963774729,1208840.97610914
1691,1729,SEA 36-1729,211,18750.0680120361,13386586.6502113
1692,1730,SEA 36-1730,384,5052.46722530287,1173268.71615334
1693,1731,SEA 36-1731,428,4930.36779449634,1260871.55458879
1694,1732,SEA 36-1732,456,4455.75540758207,911701.834871919
1695,1734,SEA 36-1734,534,5244.09553143411,868691.461377089
1696,1735,SEA 36-1735,266,3660.54151605637,837186.737544831
1697,1736,SEA 36-1736,350,4817.43888263471,959044.805455945
1698,1737,SEA 36-1737,479,5412.59169035158,1424081.43203292
1699,1738,SEA 36-1738,291,4794.94364083967,1081861.85523851
1700,1739,SEA 36-1739,307,6362.68669167438,1508990.56317534
1701,1740,SEA 36-1740,358,5471.75127687699,1019403.51772542
1702,1741,SEA 36-1741,358,4930.94193345648,1217798.07890179
1703,1742,SEA 36-1742,356,4516.66012626538,996949.800461985
1704,1743,SEA 36-1743,434,6185.91848512334,1609264.37943724
1705,1744,SEA 36-1744,426,6944.55890842605,1473634.55216035
1706,1746,SEA 36-1746,312,4629.59322134211,1165868.43935299
1707,1747,SEA 36-1747,303,5296.72354232345,1167782.82053176
1708,1748,SEA 36-1748,294,4510.48439399331,846329.255194312
1709,1749,SEA 36-1749,745,6719.45582013294,1697430.63231303
1710,1750,SEA 36-1750,514,5650.47849527674,1370334.68353688
1711,1751,SEA 36-1751,369,3976.58401473506,876498.095378328
1712,1752,SEA 36-1752,445,4637.7957345245,1315913.68650413
1713,1754,SEA 36-1754,409,6184.333616322,1316163.66980724
1714,1755,SEA 36-1755,269,5129.15106261439,1097800.44229255
1715,1756,SEA 36-1756,739,7183.22993042796,2539999.12973497
1716,1757,SEA 36-1757,281,5254.5824418658,1484775.8049241
1717,1758,SEA 36-1758,379,5135.27006257374,1417292.18546885
1718,1759,SEA 36-1759,282,4199.94093036483,956860.264781506
1719,1760,SEA 36-1760,395,5954.38179983675,2134537.96338432
1720,1761,SEA 36-1761,322,4635.69775800575,1094249.68143481
1721,1762,SEA 36-1762,341,4633.11675769044,1094658.95365954
1722,1763,SEA 36-1763,307,7271.39165107205,2605568.6565362
1723,1764,SEA 36-1764,270,4770.2848321833,950687.025859509
1724,1765,SEA 36-1765,272,5275.80197238184,941058.361445663
1725,1766,SEA 36-1766,455,6078.38514577554,1155271.49293115
1726,1767,SEA 36-1767,598,9406.19073881369,1391176.01778557
1727,1768,SEA 36-1768,353,5848.45208821052,1259037.63762321
1728,1769,SEA 36-1769,241,3833.8888339842,916306.170342525
1729,1770,SEA 36-1770,236,6016.29291528124,912989.527326798
1730,1771,SEA 36-1771,500,8508.03073175732,2653069.19421922
1731,1772,SEA 36-1772,641,3138.48451131572,595752.656978857
1732,1773,SEA 36-1773,631,3365.24584788208,668891.748107095
1733,1774,SEA 36-1774,486,4810.01371700724,1168388.25794596
1734,1775,SEA 36-1775,753,2993.29925387246,549115.727485559
1735,1801,SEA 36-1801,720,3288.2722866976,513913.588951862
1736,1803,SEA 36-1803,306,5918.10398861776,1324392.86515217
1737,1805,SEA 36-1805,526,8883.73757907985,2670278.78807992
1738,1806,SEA 36-1806,776,11663.6188715818,3522126.47444106
1739,1808,SEA 36-1808,337,9943.5310616063,2604680.44866026
1740,1812,SEA 36-1812,439,4380.76579978227,933076.865383956
1741,1813,SEA 36-1813,351,5409.52771786031,1397034.25371416
1742,1815,SEA 36-1815,498,4022.53934100678,721629.417337146
1743,1816,SEA 36-1816,331,4211.57642495632,868911.747341049
1744,2116,SEA 36-2116,294,5557.95164060825,880168.437725761
1745,2117,SEA 36-2117,357,4764.95428077709,1052880.67359893
1746,2118,SEA 36-2118,398,5431.78698128542,1259998.27850585
1747,2119,SEA 36-2119,439,5853.53339805641,1234067.21659842
1748,2120,SEA 36-2120,433,5592.4573196609,1407869.2345118
1749,2121,SEA 36-2121,500,3984.45524265463,882598.558784908
1750,2125,SEA 36-2125,652,7252.9026190273,2610031.67919439
1751,2126,SEA 36-2126,790,6606.21039665757,2621268.95372085
1752,2129,SEA 36-2129,790,7937.10029917393,2627036.20259103
1753,2130,SEA 36-2130,418,5290.68416522912,1749333.22295269
1754,2131,SEA 36-2131,561,7135.8580849312,2569335.99210044
1755,2133,SEA 36-2133,646,6573.10025863524,1811288.60901267
1756,2134,SEA 36-2134,563,5291.98094725437,1750205.46415848
1757,2146,SEA 36-2146,424,4784.99347505901,1226794.30995142
1758,2147,SEA 36-2147,555,5346.39770680464,1741069.50732049
1759,2148,SEA 36-2148,373,5067.55948256733,1070451.85618711
1760,2149,SEA 36-2149,356,5591.80577134514,1546967.87029681
1761,2161,SEA 36-2161,480,5308.79684413755,1763210.86659966
1762,2162,SEA 36-2162,363,5295.39390167318,1752616.45168734
1763,2163,SEA 36-2163,300,4197.95522225623,1020184.52867368
1764,2164,SEA 36-2164,317,4785.4273861633,1055055.70840501
1765,2165,SEA 36-2165,252,4891.54826112429,925278.867653214
1766,2166,SEA 36-2166,344,5146.50710583813,1146780.89844046
1767,2167,SEA 36-2167,324,4880.08363886526,1121484.21774724
1768,2168,SEA 36-2168,607,6390.98373989458,2317020.41614318
1769,2170,SEA 36-2170,485,5380.50306233482,1626138.26154061
1770,2171,SEA 36-2171,491,5371.24444763428,1804103.23591628
1771,2172,SEA 36-2172,332,4578.04528710651,1099379.21593228
1772,2502,SEA 36-2502,346,6400.94576080082,1402298.4141444
1773,2503,SEA 36-2503,310,4295.86635253785,1083784.03920139
1774,2504,SEA 36-2504,317,4489.65039188942,1043678.69712927
1775,2505,SEA 36-2505,319,11550.3074665209,3592913.81586243
1776,2506,SEA 36-2506,322,5082.80955837606,1163922.80852553
1777,2507,SEA 36-2507,307,4270.40496620373,1073842.5701596
1778,2508,SEA 36-2508,436,6823.7236074957,1695280.76779703
1779,2509,SEA 36-2509,410,6728.7144421694,1794235.81756171
1780,2510,SEA 36-2510,375,5402.3774759647,1230499.05883877
1781,2511,SEA 36-2511,442,21357.935975098,8647753.11766575
1782,2512,SEA 36-2512,509,7018.29568946271,2502428.78680459
1783,2513,SEA 36-2513,459,6633.59050518385,2635204.00247742
1784,2514,SEA 36-2514,298,5062.94755139209,1529133.57920836
1785,2515,SEA 36-2515,414,6064.8719739311,1563810.17319211
1786,2517,SEA 36-2517,639,8491.27814411718,2243954.96456511
1787,2518,SEA 36-2518,566,9220.59967859054,2575567.22501747
1788,2520,SEA 36-2520,577,6938.93550423343,2619624.12105802
1789,2522,SEA 36-2522,395,6640.97139325974,1758939.74238135
1790,2523,SEA 36-2523,535,9741.14025111472,4173543.01966007
1791,2524,SEA 36-2524,215,5478.94216992773,1167380.82674211
1792,2526,SEA 36-2526,462,17891.0125242441,5324253.74589863
1793,2527,SEA 36-2527,306,5755.18968807408,1425221.03406304
1794,2528,SEA 36-2528,570,17994.8845601785,6977349.76117363
1795,2529,SEA 36-2529,478,10760.8278204929,3412558.31504776
1796,2532,SEA 36-2532,457,14665.5841738338,6238073.04269677
1797,2533,SEA 36-2533,450,6611.37963839667,2628095.59805102
1798,2534,SEA 36-2534,549,7278.9241101967,2792641.02444207
1799,2535,SEA 36-2535,643,7867.63177755527,2600947.60368535
1800,2536,SEA 36-2536,614,11579.0721373086,4231250.75331057
1801,2590,SEA 36-2590,396,9514.07654299154,3083431.7307559
1802,2592,SEA 36-2592,400,3833.86218166342,821646.185226265
1803,2593,SEA 36-2593,297,4823.40482404971,1079458.05950019
1804,2743,SEA 36-2743,730,11102.0774434854,5858640.45958032
1805,2749,SEA 36-2749,516,5676.89345412756,1187761.77775124
1806,2750,SEA 36-2750,430,2784.31206181852,411522.391666622
1807,2795,SEA 36-2795,469,7229.4231930213,2375736.58411321
1808,3153,SEA 36-3153,434,6095.33849996987,1583074.8191712
1809,3252,SEA 36-3252,488,7664.95625034558,2101487.16807119
1810,3267,SEA 36-3267,470,4010.62049513877,668684.009101285
1811,3317,SEA 36-3317,601,4241.87045605823,882393.89164423
1812,3318,SEA 36-3318,415,3889.24419664584,798111.979088641
1813,3319,SEA 36-3319,586,5654.57008828044,765899.998840809
1814,3341,SEA 36-3341,718,5207.56082150582,1287101.95038256
1815,3345,SEA 36-3345,532,6651.69924873175,2160962.02474402
1816,3496,SEA 36-3496,746,4337.32235319669,812968.765320499
1817,3566,SEA 36-3566,617,2494.31712297949,297916.872110975
1818,3586,SEA 36-3586,703,4881.39841889321,1189308.5669349
1819,3587,SEA 36-3587,806,8448.53852208216,4208902.65878339
1820,3605,SEA 36-3605,638,3627.86862691988,512632.799039806
1821,3669,SEA 36-3669,433,2974.90030784576,376599.694238707
1822,3679,SEA 36-3679,328,2443.25214599915,288745.608520837
1823,3686,SEA 36-3686,493,4425.90520816713,1059933.71269644
1824,3689,SEA 36-3689,450,5779.08886430093,1225526.90634207
1825,3699,SEA 36-3699,693,3710.15524259466,541470.228713064
1826,3705,SEA 36-3705,449,2992.13753976038,411598.673571053
1827,3710,SEA 36-3710,558,4504.22832351507,976745.658457345
1828,3720,SEA 36-3720,695,8850.89272211468,4856317.31798361
1829,3743,SEA 36-3743,746,2993.73963276664,550894.079517664
1830,3744,SEA 36-3744,469,6581.74758254571,1953808.63411246
1831,3745,SEA 36-3745,484,3736.95666731541,872137.253087081
1832,3747,SEA 36-3747,374,2154.79553746862,274863.058954201
1833,3749,SEA 36-3749,496,7720.59676598894,3242516.28808586
1834,3750,SEA 36-3750,568,4103.24109510507,1033010.711566
1835,3797,SEA 36-3797,468,6877.68024014374,2546235.34043068
1836,1553,SEA 37-1553,465,8072.65003160139,3095961.06477729
1837,1555,SEA 37-1555,489,9760.26261085484,4355048.51427718
1838,1557,SEA 37-1557,423,7437.21307004531,3118137.05613326
1839,1558,SEA 37-1558,719,13616.9079128652,8165420.74653611
1840,1559,SEA 37-1559,420,7362.90456594794,2257370.21502983
1841,1563,SEA 37-1563,325,7522.20178563643,1996595.34610946
1842,1564,SEA 37-1564,426,9027.2143707163,2957745.69953017
1843,1565,SEA 37-1565,367,6636.77105215206,1824520.89256794
1844,1566,SEA 37-1566,373,9417.44813499718,2836616.8131049
1845,1567,SEA 37-1567,396,6615.65138797959,2531075.19234063
1846,1568,SEA 37-1568,500,12551.2199776104,5375614.75826824
1847,1570,SEA 37-1570,694,10686.0618316734,3915004.8580792
1848,1571,SEA 37-1571,441,8554.14115007003,2435677.83759833
1849,1572,SEA 37-1572,348,9957.25952339847,2909483.73310861
1850,1574,SEA 37-1574,505,9403.70993214306,3752487.67448741
1851,1575,SEA 37-1575,420,8578.29476485351,3321965.97733935
1852,1576,SEA 37-1576,507,8773.60548274057,3174982.25908674
1853,1578,SEA 37-1578,492,7313.27093184228,3059633.61136506
1854,1579,SEA 37-1579,276,5790.23783944195,1566040.75109692
1855,1580,SEA 37-1580,339,6452.97890929761,2286818.69399402
1856,1582,SEA 37-1582,891,10524.1417466208,4125218.68491229
